CMPD_CHEMBLID,exp,smiles,transformed_solubility,transformed_smiles
CHEMBL403296,2.59,CCCCC(O)c1[nH]c2cc(C)c(cc2c1CCc3ccccc3)C(=O)O,31.833333333333332,AAAAA{B}ar{dH}asaa{A}a{aasarAAataaaaat}A{~B}B
CHEMBL1343875,4.19,CC(C(=O)Nc1ccc(Cl)cc1)c2ncc(cc2Cl)C(F)(F)F,5.16666666666666,AA{A{~B}Daraaa{Z}aar}asdaa{aasZ}A{G}{G}G
CHEMBL434063,2.15,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c3ccccc3)C(=O)O)cc1)c4ccccn4,39.166666666666664,AD{AABaraaa{A{A*H}{DasaaaaasA{~B}ataaaaat}A{~B}B}aar}auaaaadu
CHEMBL102047,1.58,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3)n2)cc1,48.666666666666664,AD{A}AA{B}ABaraaa{Dasdaaa{Dataaaaat}ds}aar
CHEMBL2335884,2.66,C(CN1CCCC1)Oc2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,30.666666666666668,A{ADrAAAAr}Basaaa{Datdaauaa{aaaudt}avaadaav}aas
CHEMBL8,-0.96,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,91.0,BA{~B}Ar~AD{AsAAs}ataa{DuAADAAu}a{G}aatAr~B
CHEMBL319136,3.6,CN(C)C(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c2cc3cc(Cl)ccc3[nH]2,14.999999999999998,AD{A}A{~B}{A*H}{B}{A*H}{Aaraaaaar}DA{~B}asaataa{Z}aaat{dH}s
CHEMBL2165058,1.05,CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4cc5OCCOc5cn4,57.5,AB{A*H}rAD{AADsA{~B}A~Aataaa{aast}A^D}AA{A**H}rDAauaavBAABavadu
CHEMBL549,1.56,CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,49.0,AD{A}AAAAr{BAasaa{aaars}A^D}ataaa{G}aat
CHEMBL1950859,1.54,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(cc2)[N+](=O)[O-])C1)C(C)(C)C,49.333333333333336,AD{A**H}{A}A{~B}D{A*H}{A{~B}D{A*H}rAAAD{AAasaaa{aas}{DP}{~B}{BM}}Ar}A{A}{A}A
CHEMBL413065,2.55,CCc1nc2c(N)nc3ccccc3c2n1CC(C)C,32.50000000000001,AAardasa{D}dataaaaatasdrAA{A}A
CHEMBL2011931,1.71,COc1ccc(cc1)c2nc3c(NCCCNC(=O)C4CC4)c(Br)cnc3[nH]2,46.5,ABaraaa{aar}asdata{DAAADA{~B}AuAAu}a{X}adat{dH}s
CHEMBL218490,0.27,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(=O)(=O)N,70.50000000000001,AAD{A*H}rA{A*H}{A}E{~B}{~B}assa{aars}E{~B}{~B}D
CHEMBL1783280,2.83,CCCNC(=O)c1nnc2c(cccc2c1N)c3cnccc3OC,27.833333333333332,AAADA{~B}arddasa{aaaasarD}atadaaatBA
CHEMBL1255834,0.48,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,66.99999999999999,AA{D}Aara{dH}asaaa{BAataaast}aars
CHEMBL436281,0.75,C1CC2(CCN1)OC(c3ccccc3)c4ccccc24,62.5,ArAAs{AADr}BA{ataaaaat}auaaaaasu
CHEMBL1809194,3.7,COc1cc(ccc1Nc2ncc(Br)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,13.33333333333333,ABaraa{aaarDasdaa{X}a{ds}atadauaaaadtu}DvAAD{AAv}A{~B}A
CHEMBL211866,1.38,CCN(C1CCN(CC[C@@H](c2ccccc2)c3ccc(cc3)S(=O)(=O)C)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,52.0,AAD{ArAAD{AA{A**H}{asaaaaas}ataaa{aat}E{~B}{~B}A}AAr}A{~B}Aauaaa{aau}E{~B}{~B}A
CHEMBL831,3.24,CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24,20.999999999999996,ADrAAD{AAr}As~DataaaaatBauaaa{Z}aasu
CHEMBL2207596,-0.27,COc1cc(O)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,79.49999999999999,ABaraa{B}a{aarDA{~B}AAA{~B}B}E{~B}{~B}DsA{A}AAataaaaast
CHEMBL1994944,1.61,Cn1ncc2C(=O)NC(=Nc12)c3ccccc3,48.16666666666666,AdrdaasA{~B}DA{~Dars}ataaaaat
CHEMBL126224,2.96,CN(C)CCCn1c2CCCCCCc2c3ccccc13,25.666666666666668,AD{A}AAAdrasAAAAAAasataaaaart
CHEMBL242341,3.05,COc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,24.16666666666667,ABaraaa{aar}As~ABataa{B}aaatAs~B
CHEMBL1431859,1.13,NC(=O)c1cccnc1Oc2ccccc2,56.166666666666664,DA{~B}araaadarBasaaaaas
CHEMBL578061,4.06,N(c1ccccc1)c2ccnc(Nc3ccccc3)n2,7.33333333333334,D{araaaaar}asaada{Dataaaaat}ds
CHEMBL289330,1.2,CCN1CCC[C@H]1CNC(=O)c2cc(Br)cc(OC)c2OC,55.0,AADrAAA{A*H}rADA{~B}asaa{X}aa{BA}asBA
CHEMBL1824029,0.25,CC(O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,70.83333333333333,AA{B}araaasBAA{~B}D{AADtAAA{AAt}DAauaaavBAA{~B}Davdu}asar
CHEMBL494480,0.54,CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4cccc(O)c24,66.0,AAD{AA}A{~B}araaa{aar}As~AAt{AADAAt}Bauaaaa{B}asu
CHEMBL317629,2.5,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cccc(Cl)c3)n2)cc1,33.333333333333336,AD{A}AA{B}ABaraaa{Dasdaaa{Dataaaa{Z}at}ds}aar
CHEMBL1568309,1.0,CC(=O)Nc1ccccc1C,58.333333333333336,AA{~B}DaraaaaarA
CHEMBL393384,1.83,Clc1ccc(OC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,44.5,Zaraaa{BAsAADAAs}aarA{~B}DAAtuAAvAA{AA{Av}At}Au
CHEMBL2048868,1.27,COc1cccc(\C=C\2/SC(=O)NC2=O)c1N3CCC[C@@H](N)C3,53.833333333333336,ABaraaaa{RA~ARsLEA{~B}DAs~B}arDtAAA{A**H}{D}At
CHEMBL1429296,3.74,COc1ccccc1CN2C(C(=O)NC3CCC(C)CC3)c4ccccc4C2=O,12.666666666666663,ABaraaaaarADsA{A{~B}DAtAAA{A}AAt}auaaaaauAs~B
CHEMBL402011,2.89,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N(C)C,26.833333333333332,A{A**H}{Baraaaasdada{Dataaaua{adduAavaaaadv}at}ars}A{~B}D{A}A
CHEMBL227148,1.2,COCCNC(=O)c1cccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)c1,55.0,ABAADA{~B}araaaa{ADsDA{~B}At~A{As~B}A{~B}auaaa{Z}aauDt}ar
CHEMBL2059868,2.87,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4[nH]cnc4C,27.166666666666668,Aaraaa{aarDA{~B}asaaa{BAataaaadt}aas}au{dH}adauA
CHEMBL1570112,3.5,CCn1c2ccccc2c3cc(NC(=O)C)ccc13,16.666666666666668,AAdrasaaaaasataa{DA{~B}A}aaart
CHEMBL2011895,2.56,CNc1c(Br)cnc2[nH]c(nc12)c3ccc(OCCN4CCCCC4)cc3,32.333333333333336,ADara{X}adas{dH}a{dars}ataaa{BAADuAAAAAu}aat
CHEMBL1917425,2.15,Cc1c(Sc2ccc(Cl)cc2)c3c(Cl)cccc3n1CC(=O)O,39.166666666666664,Aara{Easaaa{Z}aas}ata{Z}aaaatdrAA{~B}B
CHEMBL44326,3.7,Oc1cccc(c1)c2nc3ccc(O)cc3s2,13.33333333333333,Baraaaa{ar}asdataaa{B}aatss
CHEMBL341175,2.52,CN(C)C(=O)C1(CCN(CC[C@H](CN(C)C(=O)c2cc(cc3ccccc23)C#N)c4ccc(Cl)c(Cl)c4)CC1)N5CCCCC5=O,33.0,AD{A}A{~B}Ar{AAD{AA{A*H}{AD{A}A{~B}asaa{aataaaaast}A^D}auaaa{Z}a{Z}au}AAr}DvAAAAAv~B
CHEMBL1224142,1.6,Cc1c(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)cccc1C(=O)N,48.333333333333336,Aara{B{A*H}sA{A*H}tAA{A**H}{As}DtAauaaaaau}aaaarA{~B}D
CHEMBL1374738,-0.12,[O-][N+](=O)c1oc(C=NN2CCOC2=O)cc1,77.0,{BM}{DP}{~B}arba{A~DDsAABAs~B}aar
CHEMBL1917443,-0.08,Cc1ccc2c(c1)c(Sc3ccc(cc3)S(=O)(=O)C)c(C)n2CC(=O)O,76.33333333333333,Aaraaasa{ar}a{Eataaa{aat}E{~B}{~B}A}a{A}dsAA{~B}B
CHEMBL224769,3.52,Cc1ccc(cc1S(=O)(=O)n2ccc(n2)c3c(C)nc4ccc(Br)cn34)[N+](=O)[O-],16.333333333333332,Aaraaa{aarE{~B}{~B}dsaaa{ds}ata{A}dauaaa{X}adtu}{DP}{~B}{BM}
CHEMBL1796300,0.76,OC1(CCc2ccc(Oc3ccc(cc3)C(=O)NCc4ccncn4)cc2)CN5CCC1CC5,62.333333333333336,BAr{AAasaaa{Bataaa{aat}A{~B}DAauaadadu}aas}ADvAAArAAv
CHEMBL206229,4.42,CC(C)CN1C(=O)N(C)C(=O)c2c(SC(C)C)c(Cc3ccccc3C(F)(F)F)sc12,1.3333333333333346,AA{A}ADrA{~B}D{A}A{~B}asa{EA{A}A}a{AataaaaatA{G}{G}G}sars
CHEMBL49,2.19,O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,38.5,B~ArAAs{AAAAs}AA{~B}DrAAAADtAAD{AAt}audaaadu
CHEMBL12315,1.6,c1ccc2cnccc2c1,48.333333333333336,araaasadaaasar
CHEMBL447983,1.7,C[C@](N)(Cc1ccccc1)c2ccccc2,46.666666666666664,A{A*}{D}{Aaraaaaar}asaaaaas
CHEMBL2030402,2.01,Clc1ccc2oc3C(=O)NC(=Nc3c2c1)[C@@H]4CCCN4,41.50000000000001,ZaraaasbatA{~B}DA{~Datasar}{A**H}uAAADu
CHEMBL1950847,0.78,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)S(=O)(=O)Cc2ccccc2)C(C)(C)C,62.0,AD{A**H}{A}A{~B}D{A*H}{A{~B}D{A*H}rAAAD{Ar}E{~B}{~B}Aasaaaaas}A{A}{A}A
CHEMBL1809055,3.4,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C(=O)N5CCOCC5,18.333333333333336,ABaraa{aaarDasdaa{Z}a{ds}atadauaaaadtu}A{~B}DvAABAAv
CHEMBL2335880,2.39,O=C(NCCN1CCCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,35.166666666666664,B~A{DAADrAAAAr}asaaa{Datdaauaa{aaaudt}avaadaav}aas
CHEMBL509406,2.41,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)ncc2F,34.833333333333336,AA{A}dra{A}daarasda{Dataaa{A{~B}DAuAAD{A}AAu}a{G}at}daasG
CHEMBL2178943,1.8,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@@H](CC(=O)O)CC3)c(Cl)c2,45.0,Aarda{A}a{darA{~B}D}asaaa{{A**H}tAA{A**H}{AA{~B}B}AAt}a{Z}as
CHEMBL462192,2.02,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N4CCCN(C)CC4)ncc2F,41.333333333333336,AA{A}dra{A}daarasda{Dataaa{aat}A{~B}DuAAAD{A}AAu}daasG
CHEMBL271013,3.12,C[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,23.0,A{A*H}{AB}Darda{EAasaaaaas}datda{D}sart
CHEMBL327151,3.4,O=C(CCc1ccncc1)Nc2ccc(cc2)C(=O)c3ccccc3,18.333333333333336,B~A{AAaraadaar}Dasaaa{aas}A{~B}ataaaaat
CHEMBL2086694,2.85,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(n4)C(F)F,27.5,A{A**H}rAD{AADrasdaa{BAataadaatA^D}ads}audba{du}A{G}G
CHEMBL370552,2.98,CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)C(C)(C)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,25.333333333333332,AAD{ArAAD{AAA{asaaaaas}ataaa{DA{~B}A{A}{A}A}aat}AAr}A{~B}Aauaaa{aau}E{~B}{~B}A
CHEMBL24137,3.4,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN4CCOCC4,18.333333333333336,ABaraasa{Dataaa{Z}aatG}dadasaarBAAADuAABAAu
CHEMBL2171021,3.33,Cc1c(Cl)ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)c4cccc(c4)S(=O)(=O)C)c1Cl,19.5,Aara{Z}aaa{BAsAAD{AAs}AtAAD{AAt}A{~B}auaaaa{au}E{~B}{~B}A}arZ
CHEMBL192307,3.82,CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)C,11.333333333333336,AAAAardasa{D}dataaaaatasdrAA{A}A
CHEMBL399510,0.54,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,66.0,AAD{AA}AADA{~B}araa{X}a{D}aarBA
CHEMBL2036743,1.5,OC(=O)Cc1ccc(cc1)c2ccc(NC(=O)c3oc(Nc4ccccc4F)nn3)cc2,50.0,BA{~B}Aaraaa{aar}asaaa{DA{~B}atba{DauaaaaauG}ddt}aas
CHEMBL1818328,1.4,O=S(=O)(N1CCCC1)c2ccccc2c3ccc(CNC4CCOCC4)cc3,51.666666666666664,B~E{~B}{DrAAAAr}asaaaaasataaa{ADAuAABAAu}aat
CHEMBL2086478,2.25,Cc1ccc(NC(=O)C=C)cc1,37.5,Aaraaa{DA{~B}A~A}aar
CHEMBL1779003,2.29,COc1cc(F)ccc1c2cncc(CNC3CCCC3)c2,36.833333333333336,ABaraa{G}aaarasadaa{ADAtAAAAt}as
CHEMBL32800,-0.06,CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2,75.99999999999999,AA{Aaraaa{B}aar}DAA{B}asaa{B}aa{B}as
CHEMBL257478,3.85,C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N(C)CCO,10.83333333333333,A{A**H}{Baraaaasdada{Dataaa{Bauaaa{A}dau}a{A}at}ars}A{~B}D{A}AAB
CHEMBL2208427,3.12,COc1cc(ccc1N)C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,23.0,ABaraa{aaarD}A{~B}DA{A**H}{B}ADsAAA{AAs}Bataaa{Z}a{Z}at
CHEMBL2011918,2.91,CNc1c(Br)cnc2[nH]c(nc12)c3ccc(OCCN4CCN(C)CC4)cc3,26.5,ADara{X}adas{dH}a{dars}ataaa{BAADuAAD{A}AAu}aat
CHEMBL2,1.9,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4,43.333333333333336,ABaraasda{da{D}asaarBA}DtAAD{AAt}A{~B}aubaaau
CHEMBL1478592,2.13,Cc1c(sc2ncnc(O)c12)C(=O)Nc3ccccc3,39.5,Aara{sasdada{B}ars}A{~B}Dataaaaat
CHEMBL1199945,3.4,COCC(=O)N1CCC(CC1)n2cc(cn2)c3cnc(N)c(c3)c4oc5ccccc5n4,18.333333333333336,ABAA{~B}DrAAA{AAr}dsaa{ads}atada{D}a{at}aubavaaaaavdu
CHEMBL14642,2.51,CCCC(=O)C1(CCN(CC1)C(=O)[C@@H](Cc2ccc(OC)cc2)NC(=O)[C@@H](N)Cc3cncn3C)c4ccccc4,33.16666666666667,AAAA{~B}Ar{AAD{AAr}A{~B}{A**H}{Aasaaa{BA}aas}DA{~B}{A**H}{D}AatadadtA}auaaaaau
CHEMBL1951899,1.8,CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)CC(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,45.0,AAD{ArAAD{AA{A*H}{DsAAD{AAs}E{~B}{~B}AA{G}{G}G}ataaaaat}AAr}A{~B}Aauaaa{aau}E{~B}{~B}A
CHEMBL459236,3.89,CCN1C(=O)C=Cc2cc(COc3cc(F)cc(c3)C4(CCOCC4)OC)ccc12,10.166666666666664,AADrA{~B}A~Aasaa{ABataa{G}aa{at}Au{AABAAu}BA}aaars
CHEMBL448474,3.16,CC(=O)OCCn1c(Sc2nc3cccc(Cl)c3s2)nc4c(N)ncnc14,22.333333333333332,AA{~B}BAAdra{Easdataaaa{Z}atss}daua{D}dadaru
CHEMBL249295,3.2,CN1CCN(CC1)[C@@H]2C[C@@H](C2)c3nc(c4ccc5ccc(nc5c4)c6ccccc6)c7c(N)nccn37,21.66666666666666,ADrAAD{AAr}{A**H}sA{A**H}{As}atda{auaaavaaa{davau}awaaaaaw}axa{D}daadtx
CHEMBL455427,2.8,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)N)c(F)c3)n2,28.33333333333334,AA{A}dra{A}daarasaada{Dataaa{A{~B}D}a{G}at}ds
CHEMBL2059378,1.65,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C4=NNC(=O)O4)n5ccc(n5)C(F)(F)F,47.5,AADA{~B}araasa{a{adas{dH}r}atadaa{at}Au~DDA{~B}Bu}dvaaa{dv}A{G}{G}G
CHEMBL564,2.56,CN(C)CCCN1c2ccccc2Sc3ccccc13,32.333333333333336,AD{A}AAADrasaaaaasEataaaaart
CHEMBL2158780,2.53,Cc1cc(Cl)ccc1OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2,32.833333333333336,Aaraa{Z}aaarBAsAAD{AAtAAD{AAt}{A**H}{Aauaaa{G}aau}A{~B}B}AAs
CHEMBL1200147,3.2,Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(c4)C5CCN(CC5)C(=O)CO,21.66666666666666,Dardaa{aarasbataaaaatds}auadd{au}AvAAD{AAv}A{~B}AB
CHEMBL418226,1.7,CCc1cc(OCc2ccc(cc2)c3ccccc3c4nn[nH]n4)c5CCCCc5n1,46.666666666666664,AAaraa{BAasaaa{aas}ataaaaataudd{dH}du}avAAAAavdr
CHEMBL2216839,4.01,C[C@@H]1CN(Cc2oc(nn2)c3cc(cc4[nH]ncc34)c5cccc6[nH]ccc56)C[C@H](C)O1,8.16666666666667,A{A**H}rAD{Aasba{dds}ataa{aau{dH}daatu}avaaaaw{dH}aaavw}A{A*H}{A}Br
CHEMBL507177,2.24,NC(=O)Nc1sc(cc1C(=O)N2CCOCC2)c3ccccc3,37.666666666666664,DA{~B}Darsa{aarA{~B}DsAABAAs}ataaaaat
CHEMBL290663,1.33,O=C(NCCCN1CCCCC1)C(c2ccccc2)c3ccccc3,52.833333333333336,B~A{DAAADrAAAAAr}A{asaaaaas}ataaaaat
CHEMBL471578,2.72,Nc1c(Nc2ccccc2)nc(nc1N3CCOCC3)C#N,29.66666666666666,Dara{Dasaaaaas}da{darDtAABAAt}A^D
CHEMBL224399,2.7,COc1cc(N2CCN(C)CC2)c3NC(=CC(=O)c3c1)C(=O)Nc4ccc(cc4)N5CCOCC5,29.999999999999996,ABaraa{DsAAD{A}AAs}atDA{~AA{~B}atar}A{~B}Dauaaa{aau}DvAABAAv
CHEMBL2207805,4.0,O=C(NCc1occc1)c2ccc3[nH]c(COc4ccc(cc4)C56CC7CC(CC(C7)C5)C6)nc3c2,8.333333333333334,B~A{DAarbaaar}asaaat{dH}a{ABauaaa{aau}AvwAAxAA{AA{Ax}Av}Aw}datas
CHEMBL1831214,2.43,NC(=O)Nc1cc(sc1C(=O)N)c2ccccc2,34.49999999999999,DA{~B}Daraa{sarA{~B}D}asaaaaas
CHEMBL114868,2.43,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)c3cccc(NC(=O)C)c3)C(=O)C(F)(F)F,34.49999999999999,AA{A}A{DA{~B}ADrA{~B}A{~AA~Arasaaaaas}DE{~B}{~B}ataaaa{DA{~B}A}at}A{~B}A{G}{G}G
CHEMBL1314022,-0.91,CCN(c1ccccc1)c2cc(NC)[n+](C)c(C)n2,90.16666666666667,AAD{araaaaar}asaa{DA}{dP}{A}a{A}ds
CHEMBL1829428,-0.04,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ncccc3C(=O)N2Cc4ccccc4,75.66666666666667,AAA{D{AAAD}A{~B}araaa{A}aar}As~DatdaaaatA{~B}DsAauaaaaau
CHEMBL1835919,-0.5,Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)[C@@H]4CC[C@@H](CC(=O)O)CC4,83.33333333333333,DardadasBAAD{A{~B}ars}ataaa{aat}{A**H}uAA{A**H}{AA{~B}B}AAu
CHEMBL244184,3.56,Cc1cnc(Oc2ccc(cc2)n3ccnc3)nc1Oc4ccc5OCOc5c4,15.666666666666666,Aarada{Basaaa{aas}dtaadat}darBauaaavBABavau
CHEMBL489514,2.3,Cc1csc(NC(=O)c2cc(Sc3nncn3C)ccc2N)n1,36.66666666666667,Aarasa{DA{~B}asaa{EatddadtA}aaasD}dr
CHEMBL1956129,2.4,C[C@@](CCc1ccc(cc1)c2ccc(Cl)cc2)(C(=O)NO)S(=O)(=O)C,35.0,A{A**}{AAaraaa{aar}asaaa{Z}aas}{A{~B}DB}E{~B}{~B}A
CHEMBL9967,-0.49,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1,83.16666666666667,ADrAAD{AA{~B}DsataaaaatA{~B}Dauaaadasu}AAr
CHEMBL2171989,1.79,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCN(CC2)c3ccc(cc3)C#N,45.166666666666664,B~A{DAA^D}{A**H}rAAAA{A*H}rA{~B}DsAAD{AAs}ataaa{aat}A^D
CHEMBL1337984,3.1,Nc1ccc2nc(sc2c1)c3ccc(O)cc3,23.333333333333332,Daraaasda{sasar}ataaa{B}aat
CHEMBL2206788,3.5,COCCC(Oc1ncnc2c1cnn2c3ccccc3C(F)(F)F)C(=O)Nc4ccc(C)cn4,16.666666666666668,ABAAA{BardadasaraddsataaaaatA{G}{G}G}A{~B}Dauaaa{A}adu
CHEMBL1946027,2.65,CCN(C)C(=O)c1ccc(cc1)C(=C2CCN(Cc3cscn3)CC2)c4cccc5cccnc45,30.833333333333332,AAD{A}A{~B}araaa{aar}A{~AsAAD{Aatasadt}AAs}auaaaavaaadauv
CHEMBL1807852,1.66,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OC4CC5CC5C4)nc23,47.333333333333336,A{A*H}rB{A*H}{{A*H}{B}{A**H}rB}dsadata{D}da{BAuAAvAAvAu}dast
CHEMBL2364611,1.71,Cc1cccc(n1)c2nn3CCCc3c2c4ccnc5ccc(cc45)C(=O)N,46.5,Aaraaaa{dr}asddtAAAatasauaadavaaa{aauv}A{~B}D
CHEMBL1493,3.42,CC1=C(Oc2c(cccc2C1=O)C(=O)OCCN3CCCCC3)c4ccccc4,18.0,AAr~A{Basa{aaaasAr~B}A{~B}BAADtAAAAAt}auaaaaau
CHEMBL1916260,0.69,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)C2CCCC2)c3ccccc3,63.5,AAA{AA}DA{~B}aradd{arDE{~B}{~B}AsAAAAs}ataaaaat
CHEMBL383235,2.99,CC[C@@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,25.16666666666666,AA{A**H}{AB}Darda{EAasaaaaas}datda{D}sart
CHEMBL6549,1.78,Nc1nc(N)c2cc(Br)ccc2n1,45.333333333333336,Darda{D}asaa{X}aaasdr
CHEMBL456,0.02,CCC(=C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,74.66666666666667,AAA{~A}A{~B}araaa{BAA{~B}B}a{Z}arZ
CHEMBL1180254,1.1,Oc1c2C(=O)N(NC(=O)c2nc3cc(Cl)ccc13)C(c4ccccc4)c5ccncc5,56.666666666666664,BarasA{~B}D{DA{~B}asdataa{Z}aaart}A{auaaaaau}avaadaav
CHEMBL479,3.76,CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1,12.333333333333337,AEaraaasEataaaaatD{AAAuAAAADuA}asar
CHEMBL1933588,-0.06,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OC4CCOC4)nc23,75.99999999999999,A{A*H}rB{A*H}{{A*H}{B}{A**H}rB}dsadata{D}da{BAuAABAu}dast
CHEMBL253741,3.07,COc1cc(Nc2cc(Nc3c(Cl)ccc4OCOc34)ncn2)cc(OC)c1OC,23.83333333333334,ABaraa{Dasaa{Data{Z}aaauBABatu}dads}aa{BA}arBA
CHEMBL2179290,3.38,CC1=CN(C2CCCN(Cc3cccc(Oc4ccc(Cl)cc4)c3)C2)C(=O)NC1=O,18.666666666666668,AAr~AD{AsAAAD{Aataaaa{Bauaaa{Z}aau}at}As}A{~B}DAr~B
CHEMBL1773,0.67,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O,63.833333333333336,AAAAABA{~B}DAr~DA{~B}D{A~ArG}{A**H}sB{A*H}{A}{A**H}{B}{A*H}sB
CHEMBL476578,3.3,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CC[C@H](C4)NC(=O)C)ncc2F,20.000000000000004,AA{A}dra{A}daarasda{Dataaa{aat}DuAA{A*H}{Au}DA{~B}A}daasG
CHEMBL2179271,0.22,CC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,71.33333333333333,AA{A**H}{DrAAA{A**H}{Ar}DsA~A{A}A{~B}DAs~B}ataaa{A{~B}B}a{Bauaaaa{Z}au}at
CHEMBL2144380,3.16,COc1ccc(cc1OC)c2csc(NC(=O)c3c(C)onc3C)n2,22.333333333333332,ABaraaa{aarBA}asasa{DA{~B}ata{A}bdatA}ds
CHEMBL2030440,1.94,CS(=O)(=O)Cc1cc(nc(n1)c2ccccc2)N3CCOCC3,42.666666666666664,AE{~B}{~B}Aaraa{da{dr}asaaaaas}DtAABAAt
CHEMBL2010853,2.2,CN([C@@H]1CCN(Cc2nc3cc(F)ccc3s2)C[C@@H]1F)C(=O)Cc4ccc(cc4)S(=O)(=O)C,38.33333333333333,AD{{A**H}rAAD{Aasdataa{G}aaatss}A{A**H}rG}A{~B}Aauaaa{aau}E{~B}{~B}A
CHEMBL2036777,1.92,CC(C)N1CCN[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,43.0,AA{A}DrAAD{A**H}{ADsAAD{AAs}A{~B}Dataaa{Z}a{Z}at}Ar
