smiles,u0_atom,transformed_solubility,transformed_smiles
CN1CC(N)C1=O,-1477.71,60.031223420923055,ADrAA{D}Ar~B
C=C(C)CC(N)=O,-1618.54,67.91150006714713,A~A{A}AA{D}~B
COC(C)=CC#N,-1457.72,58.912663950937834,ABA{A}~AA^D
CCC1CCC1O,-1848.73,80.79200053717715,AAArAAArB
C=C(C)CC(=O)O,-1545.31,63.81384574063297,A~A{A}AA{~B}B
C=CC1CC1C=O,-1571.73,65.29220197860244,A~AArAArA~B
C#CC(C)(O)C=C,-1545.88,63.84574063297373,A^AA{A}{B}A~A
C#CC(CC)CC,-1891.5,83.18523658176284,A^AA{AA}AA
C=C(C=O)CCC,-1722.74,73.74211021084203,A~A{A~B}AAA
CC1(O)CC(=O)C1,-1527.51,62.81782980437801,AAr{B}AA{~B}Ar
Cc1ccc(N)s1,-1449.89,58.4745288508886,Aaraaa{D}sr
C1CN1,-725.93,17.96465822104839,ArADr
CC=CC(=O)OC,-1540.83,63.56316307802498,AA~AA{~B}BA
CC(=O)CC#N,-1178.33,43.279130668337885,AA{~B}AA^D
C1=COC=NOC1,-1221.64,45.7025829267201,Ar~ABA~DBAr
OCCC1CN1,-1417.04,56.63637584493487,BAAArADr
CC(C)CC(C)O,-1995.12,88.9833922736022,AA{A}AA{A}B
C=C[CH]C=C[N]N,-1505.19,61.56889296745602,A~A{AH}A~A{D}D
C=C1CNC(C)C1,-1426.9,57.18810152647837,A~ArADA{A}Ar
[CH2]C(=C[N]O)CC,-1566.5,64.99955235238819,{AHs}A{~A{D}B}AA
O=C1CNCC1O,-1591.66,66.40740409149919,B~ArADAArB
C#CC(=O)C(C)C,-1563.68,64.84175656922872,A^AA{~B}A{A}A
C1CC1C1CC1,-1600.75,66.91604369040691,ArAArArAAr
C#CC1C(C)C1C,-1360.81,53.48997269349568,A^AArA{A}ArA
C,-417.96,0.7319038452929845,A
Nc1[nH]ccc1O,-1352.8,53.041765522180945,Dar{dH}aaarB
CC1CN1C,-1315.9,50.97699091275349,AArADrA
NC1CC1CCO,-1718.54,73.50709521464704,DArAArAAB
C#CC#CC=O,-955.38,30.803751286986884,A^AA^AA~B
CC(C)(O)[CH][N]O,-1508.07,61.73004610770402,AA{A}{B}{AH}{D}B
Oc1ccsc1,-1077.68,37.64716415237925,Baraasar
C=COCC=CC,-1703.05,72.6403375262993,A~ABAA~AA
C=CCN[N][CH]C,-1634.06,68.77993643403912,A~AAD{D}{AH}A
CC(C)C1CN1,-1617.95,67.8784860557769,AA{A}ArADr
N#CC1CN=CN1,-1281.77,49.06721428891177,D^AArAD~ADr
C1=CC2CC2CC1,-1917.42,84.63561484399482,Ar~AAsAAsAAr
c1ccoc1,-1006.35,33.65582613366758,araabar
C=CC(=N)NC=O,-1350.15,52.8934822507722,A~AA{~D}DA~B
CNCC(C)C#N,-1665.68,70.5492636196786,ADAA{A}A^D
C1COC2CC2C1,-1710.51,73.0577689243028,ArABAsAAsAr
C=CCC(O)C#N,-1456.81,58.86174403509557,A~AAA{B}A^D
C1C2OC2C2OC12,-1359.16,53.39764537356194,ArAsBAsAsBArs
CCCOCC,-1690.79,71.9543175612158,AAABAA
CCCC=CC#N,-1660.91,70.28235373114286,AAAA~AA^D
C=CC(C)=CC,-1615.41,67.73635793903041,A~AA{A}~AA
C#CC(C)=NOC,-1398.71,55.61070325439814,A^AA{A}~DBA
CC1OC1(C)C,-1552.8,64.23295581718072,AArBAr{A}A
CC=CC(O)CN,-1725.7,73.90773982720805,AA~AA{B}AD
NC1C=CC2NC12,-1514.99,62.11726129191102,DArA~AAsDArs
CC=CC(C)CO,-1852.14,80.9828103317069,AA~AA{A}AB
CC(C)=COC=O,-1536.8,63.337660593580736,AA{A}~ABA~B
CCCONC=O,-1512.49,61.97737141322352,AAABDA~B
C#CCC[CH][N]N,-1478.87,60.096132324634034,A^AAA{AH}{D}D
CNCC[CH][N]O,-1569.91,65.19036214691796,ADAA{AH}{D}B
CCC(C)C(C)C,-1230.86,46.21849679931957,AAA{A}A{A}A
COCC1(O)CC1,-1638.95,69.05356103675189,ABAAr{B}AAr
CCO[N][CH]NC,-1572.65,65.34368145395945,AAB{D}{AH}DA
CC1CC(C)C1O,-1850.31,80.88041094050762,AArAA{A}ArB
NC1C=CC=CC1,-1656.46,70.0333497470791,DArA~AA~AAr
CN=c1cc[nH]s1,-1310.14,50.6546846322575,AD~araa{dH}sr
O=CC1CC=CC1,-1593.63,66.51763731590492,B~AArAA~AAr
C#CCC,-1003.91,33.51929361206858,A^AAA
C1CC2(CO1)CO2,-1509.54,61.81230135637226,ArAAs{ABr}ABs
C1CC2CCC1C2,-1244.22,46.966068311025566,ArAAsAAArAs
C#CC(=O)O[N][CH2],-1073.75,37.4272572630825,A^AA{~B}B{D}{AHs}
COC1CC1,-1242.47,46.86814539594432,ABArAAr
[CH2][N]NCC1CC1,-1626.31,68.34627781010788,{AHs}{D}DAArAAr
CC(C)C1CC1C,-2047.3,91.90317382156766,AA{A}ArAArA
NC1C2CCNC12,-1652.24,69.79721563185461,DArAsAADArs
[CH2][N]OC1COC1,-1343.02,52.49451631675545,{AHs}{D}BArABAr
COCCC=O,-1355.73,53.20571646000269,ABAAA~B
C=CC(O)C=O,-1222.74,45.76413447334259,A~AA{B}A~B
CC(C)CCC=O,-1861.9,81.52894041810288,AA{A}AAA~B
C#CC=CC=C,-1316.15,50.99097990062224,A^AA~AA~A
C#CC(=O)CO,-1068.2,37.11670173239626,A^AA{~B}AB
NC12C=CC(C1)C2,-1622.65,68.1414790277094,DArsA~AA{Ar}As
CC=CCCCC,-2050.05,92.05705268812392,AA~AAAAA
CC(=N)N(C)C=O,-1489.24,60.6763955414298,AA{~D}D{A}A~B
CCC1=NCCN1,-1747.0,75.09960159362551,AAAr~DAADr
CC1(O)C=NN=C1,-1317.48,51.065401316083985,AAr{B}A~DD~Ar
CC1CCN=CN1,-1684.45,71.59955682886434,AArAAD~ADr
CCNC1(C)CC1,-1913.05,84.39108733604907,AADAr{A}AAr
CC1OC1C=O,-1215.49,45.35845382514884,AArBArA~B
CC1OCC2NC21,-1578.52,65.67214288911768,AArBAAsDAsr
C=CC(C)(C)NC,-1911.6,84.3099512064103,A~AA{A}{A}DA
CN(C)[N][CH]CO,-1569.11,65.14559738573796,AD{A}{D}{AH}AB
N=C1CCC=CN1,-1548.18,63.97443932136623,D~ArAAA~ADr
C=CC(=O)C1CC1,-1579.47,65.72530104301894,A~AA{~B}ArAAr
C#CC=CC#N,-1062.67,36.807265320739525,A^AA~AA^D
CC1(N)CC1CO,-1717.71,73.46065177492278,AAr{D}AArAB
CC1OC1C,-1254.21,47.5250682662608,AArBArA
CC1=CCCC1,-1631.75,68.65067818613187,AAr~AAAAr
[CH2][N]N1CC1CC,-1914.75,84.48621245355656,{AHs}{D}DrAArAA
CC#CS([O])([O])O,-1934.67,85.60085500693854,AA^AE{{B}}{{B}}B
OC1(C2CO2)CC1,-1496.38,61.07592103496128,BAr{AsABs}AAr
C=CC=COC,-1409.41,56.20943193518064,A~AA~ABA
CC1CNS1(=O)=O,-1246.69,47.10427951116881,AArADEr{~B}~B
CC1CC(=O)C1,-1427.89,57.243497918438614,AArAA{~B}Ar
C=C(CO)CO,-1352.82,53.04288464121044,A~A{AB}AB
C=CC1=CCC=C1,-1647.73,69.54485429070236,A~AAr~AAA~Ar
C=C(C)CCC,-1754.03,75.49297193249474,A~A{A}AAA
C=CCN1CCC1,-1761.47,75.90928421146873,A~AADrAAAr
CC1CN(C)C1C,-1787.78,77.38148529477596,AArAD{A}ArA
C=CC(N)C1CO1,-1568.22,65.09579658892521,A~AA{D}ArABr
O=C1NCC2NC12,-1159.33,42.21596759031291,B~ArDAAsDArs
C=C(C=O)C1CN1,-1441.33,57.995545906262585,A~A{A~B}ArADr
CC#CCC#N,-1207.02,44.88450691615561,AA^AAA^D
COC1CC1(C)N,-1707.6,72.89493710551054,ABArAAr{A}D
CCNCC#N,-1370.03,54.00588656609517,AADAA^D
CC1(C)OC=CO1,-1522.11,62.515667666413,AAr{A}BA~ABr
CCNC1CC1,-1616.39,67.79119477147592,AADArAAr
CNC1CC1OC,-1699.17,72.4232284345763,ADArAArBA
C=CC(O)C(C)C,-1849.15,80.81550203679664,A~AA{B}A{A}A
NC1C2C=CC1O2,-1411.07,56.302318814629125,DArAsA~AArBs
CC(C)C#CCO,-1694.24,72.14736559380457,AA{A}A^AAB
C=C(C)C[CH][N]O,-1563.71,64.84343524777296,A~A{A}A{AH}{D}B
CC(C)O,-1107.82,39.333676529835714,AA{A}B
C=CCC(=C)C#N,-1358.14,53.34057030305745,A~AAA{~A}A^D
NC1CC1(O)CO,-1522.9,62.55987286807825,DArAAr{B}AB
S=C1NC2CC2N1,-1462.95,59.205313577152076,E~ArDAsAAsDr
CNC(C)CC#N,-1667.04,70.62536371368458,ADA{A}AA^D
O=CC1CN1C=O,-1800.57,78.0971619141412,B~AArADrA~B
[NH][CH]N1CCC1,-1357.47,53.303079815569184,{DH}{AH}DrAAAr
Cc1cccn1N,-1333.28,51.949505349388964,AaraaadrD
NCCC1CNC1,-1777.89,76.82808093468823,DAAArADAr
C=CC=CC=C,-1474.75,59.86559380455705,A~AA~AA~A
CCCNCC,-1762.03,75.94061954429473,AAADAA
C#CC1CC(C)N1,-1384.23,54.800461077040154,A^AArAA{A}Dr
NCC1C=NOC1,-1443.59,58.12200635659609,DAArA~DBAr
CC1OC(=O)C1C,-1546.78,63.89610098930123,AArBA{~B}ArA
C=CCNC=N,-1361.99,53.556000716236184,A~AADA~D
C[CH][N]OC(C)C,-1702.37,72.60228747929628,A{AH}{D}BA{A}A
C=CC1=CCOC1,-1579.87,65.74768342360892,A~AAr~AABAr
COC1CCC1,-1541.69,63.61128519629348,ABArAAAr
CC(O)C=CCO,-1652.29,69.80001342942835,AA{B}A~AAB
CCOC(C)C#N,-1593.91,66.53330498231793,AABA{A}A^D
CNCC(C)N,-1631.67,68.64620171001388,ADAA{A}D
O[N][CH]C1CCN1,-1419.58,56.778503961681366,B{D}{AH}ArAADr
C=CC=C(C)C#N,-2062.5,92.75370428398764,A~AA~A{A}A^D
CC=C1CCOC1,-1718.79,73.52108420251578,AA~ArAABAr
COCC1CCO1,-1634.58,68.80903352880613,ABAArAABr
OCC=CCCO,-1649.99,69.67131474103587,BAA~AAAB
CC1(CO)CC1O,-1646.88,69.49729173194861,AAr{AB}AArB
CC(C=O)C(N)=O,-1427.02,57.194816240655356,AA{A~B}A{D}~B
N#CC1CC(O)C1,-1463.31,59.225457719683064,D^AArAA{B}Ar
C#CCCC1CC1,-1745.24,75.00111911902951,A^AAAArAAr
C=COCC1CO1,-1493.27,60.901898025874026,A~ABAArABr
CC1CCCC1,-1769.38,76.35189578763598,AArAAAAr
NCC1C=CCO1,-1589.92,66.31004073593267,DAArA~AABr
CCc1cnoc1,-1455.55,58.79123953623708,AAaradbar
C=C(C=O)C(C)=O,-1395.52,55.432203769192895,A~A{A~B}A{A}~B
C#CC(C)NC=N,-1501.13,61.34171180446753,A^AA{A}DA~D
C#Cc1ccco1,-1302.02,50.2003223062805,A^Aaraaabr
CCC#C[CH][N]O,-1409.25,56.20047898294463,AAA^A{AH}{D}B
C=C(C)OC=O,-1236.4,46.52849277049108,A~A{A}BA~B
C#C[CH][N]OC,-1097.08,38.73270961099423,A^A{AH}{D}BA
N=CN1C=CCC1,-1537.44,63.37347240252473,D~ADrA~AAAr
C#CC(C)NC=O,-1449.08,58.42920453019383,A^AA{A}DA~B
CC1(C)CC=CO1,-1726.64,73.96033842159454,AAr{A}AA~ABr
CC(C)(C)C1CN1,-1768.31,76.29202291955771,AA{A}{A}ArADr
C#CC(C)C(=O)O,-1384.56,54.818926541026904,A^AA{A}A{~B}B
CC=COCCO,-1648.52,69.58905949236761,AA~ABAAB
O=C1CCC2NC12,-1319.41,51.17339630243074,B~ArAAAsDArs
Cc1ccoc1N,-1477.93,60.04353373024756,AaraabarD
Cc1cc(C)on1,-1464.21,59.275818076010566,Aaraa{A}bdr
C=C(C)C#N,-1065.62,36.97233537759075,A~A{A}A^D
CCC(=O)CC#N,-1474.1,59.8292224360983,AAA{~B}AA^D
CCC1(O)CC1N,-1719.6,73.56640852321051,AAAr{B}AArD
CCCC1CO1,-1545.42,63.82000089529523,AAAArABr
CC1=NCCCN1,-1804.67,78.32658131518869,AAr~DAAADr
C=C1CCC2OC12,-1568.85,65.13104883835445,A~ArAAAsBArs
CC1=CCC(O)C1,-1731.09,74.20934240565828,AAr~AAA{B}Ar
NCC1CC1CO,-1717.26,73.43547159675903,DAArAArAB
CCC1=N[N]O[CH]1,-1321.07,51.26628318187923,AAAr~D{D}B{AH}r
Nc1csc(O)c1,-1440.98,57.97596132324634,Darasa{B}ar
CC(C)=NN(C)C,-1771.21,76.45429517883522,AA{A}~DD{A}A
C[CH][N]OC,-1105.28,39.191548413089215,A{AH}{D}BA
C1C2CC1C1CC21,-1741.42,74.78736738439501,ArAsAArArAAsr
CC1CC(=O)C1C,-1725.4,73.89095304176553,AArAA{~B}ArA
C1=CC2CCC1N2,-1653.9,69.89010251130311,Ar~AAsAAArDs
C=CC(=C)COC,-1698.18,72.36783204261606,A~AA{~A}ABA
[CH2][N]N(C)CC,-1467.09,59.43697121625856,{AHs}{D}D{A}AA
NC1CCCC1N,-1809.1,78.57446618022291,DArAAAArD
CC(C)(C=O)C=O,-1528.92,62.89672769595774,AA{A}{A~B}A~B
CNC(C)C(N)=O,-1625.88,68.32221675097364,ADA{A}A{D}~B
CC1C=CC2CN12,-1413.76,56.452840324096876,AArA~AAsADrs
O=CN1CCCO1,-1357.61,53.31091364877568,B~ADrAAABr
C=C1COC(=O)N1,-1300.24,50.100720712655004,A~ArABA{~B}Dr
CC#CC1CN1,-1320.97,51.26068758673173,AA^AArADr
C=CN(C=O)NC,-1457.02,58.87349478490532,A~AD{A~B}DA
C#CC#CC#C,-981.05,32.2401405613501,A^AA^AA^A
CNc1cccs1,-1311.57,50.73470164286674,ADaraaasr
CC(=O)CC(C)C,-1869.34,81.94525269707687,AA{~B}AA{A}A
C#Cc1cc[nH]n1,-1659.01,70.17603742334036,A^Aaraa{dH}dr
C1OC1C1CO1,-1191.44,44.01271319217512,ArBArArABr
C=CC(=N)NC,-1366.25,53.79437306951968,A~AA{~D}DA
C#CC(C)(C)C#C,-1586.9,66.14105376247818,A^AA{A}{A}A^A
C=C1CONC1=O,-1246.0,47.06566990465106,A~ArABDAr~B
C#CCS(C)(=O)=O,-1362.13,53.56383454944269,A^AAE{A}{~B}~B
C#CCNC=N,-1208.21,44.95109449841085,A^AADA~D
CCS([O])([O])OC,-1453.83,58.694995299700075,AAE{{B}}{{B}}BA
[NH][C]1NC=CC1O,-1298.63,50.01063163078026,{DH}{A}rDA~AArB
C=C(C#CC)CN,-1503.27,61.46145754062402,A~A{A^AA}AD
CC(CO)C1CO1,-1643.22,69.29249294955012,AA{AB}ArABr
C=CC(=O)N(C)C,-1600.79,66.9182819284659,A~AA{~B}D{A}A
CCC(CC)=NO,-1708.82,72.96320336631004,AAA{AA}~DB
CC1CCNC1C,-1304.18,50.3211871614665,AArAADArA
C=CCC(C)C=C,-1902.2,83.78396526254535,A~AAA{A}A~A
O=CNN1CCC1,-1167.58,42.67760418998165,B~ADDrAAAr
CC(C)C1COC1,-1842.0,80.41541698375039,AA{A}ArABAr
Oc1cc[nH]c1O,-1337.6,52.19123505976095,Baraa{dH}arB
C=CC(C=C)OC,-1692.18,72.03209633376608,A~AA{A~A}BA
CCCNCCN,-1927.87,85.22035453690853,AAADAAD
C#CC(CO)NC,-1555.34,64.37508393392721,A^AA{AB}DA
CC1(C2CC2)CC1,-1897.56,83.52432964770132,AAr{AsAAs}AAr
CNCC=O,-1131.72,40.67102377008819,ADAA~B
[CH2][N]NC(C)(C)C,-1777.47,76.80457943506872,{AHs}{D}DA{A}{A}A
C=C1C=NOCC1,-1431.6,57.451094498410846,A~ArA~DBAAr
C1CC2CC2N1,-1485.76,60.481668830296805,ArAAsAAsDr
C#CC(C)=COC,-1548.03,63.96604592864498,A^AA{A}~ABA
C#CC(N)CNC,-1625.13,68.28024978736738,A^AA{D}ADA
CCNCCC#N,-1667.61,70.65725860602534,AADAAA^D
C=CN(O)C(C)=O,-1384.44,54.812211826849904,A~AD{B}A{A}~B
CC=CC(=N)NO,-1440.53,57.9507811450826,AA~AA{~D}DB
CC(C)C1CC1O,-1843.18,80.48144500649092,AA{A}ArAArB
CCC(CN)NC,-1924.57,85.03569989704106,AAA{AD}DA
CCOCCN,-1561.49,64.71921303549847,AABAAD
C=CC(=O)C#CC,-1427.95,57.24685527552711,A~AA{~B}A^AA
O=C1CNC1,-993.7,32.947983347508845,B~ArADAr
CNCC1COC1,-1705.49,72.77687004789831,ADAArABAr
C=C(C)C(C)=O,-1432.27,57.488584985899095,A~A{A}A{A}~B
CC(=O)N(C)C=N,-1490.19,60.72955369533104,AA{~B}D{A}A~D
C=CC1CCC1=O,-1575.81,65.52050226062043,A~AArAAAr~B
O=C1CC=CO1,-1115.25,39.749429249294955,B~ArAA~ABr
CNC1C(C)C1N,-1781.56,77.03343927660144,ADArA{A}ArD
C#CC(O)CC,-1395.64,55.4389184833699,A^AA{B}AA
C#CC([CH2])=C[N]O,-1098.8,38.828953847531224,A^AA{{AHs}}~A{D}B
C1=NC2CCC2N1,-1531.9,63.063476431353244,Ar~DAsAAAsDr
CCC1CN=CN1,-1372.06,54.11947714758942,AAArAD~ADr
CC1(C)CNC1=O,-1613.34,67.62052911947715,AAr{A}ADAr~B
C#CCCC(=O)O,-1385.49,54.87096557589866,A^AAAA{~B}B
OC1CNCC1O,-1470.43,59.623864094185066,BArADAArB
CC1C2CCC1O2,-1707.74,72.90277093871705,AArAsAAArBs
C=C1C=NN=C1,-1082.2,37.90008505304625,A~ArA~DD~Ar
Cc1nocc1N,-1330.68,51.80401987555397,AardbaarD
OCC1=CCCC1,-1725.97,73.92284793410627,BAAr~AAAAr
Cc1cc(=O)o[nH]1,-1267.33,48.259210349612786,Aaraa{~B}b{dH}r
CCO[N][CH]CN,-1569.61,65.17357536147546,AAB{D}{AH}AD
C=CC(C=C)NC,-1766.81,76.20808899234521,A~AA{A~A}DA
C1=CC2CC2OC1,-1569.15,65.14783562379695,Ar~AAsAAsBAr
C=C1CCC2NC12,-1514.86,62.109987018219265,A~ArAAAsDArs
C#CCC(=C)CC,-1747.73,75.14044943820225,A^AAA{~A}AA
C=COCC#N,-1151.59,41.78286852589641,A~ABAA^D
CC1CCOCC1,-1862.81,81.5798603339451,AArAABAAr
O=C1C2CCC1N2,-1577.48,65.61394869958369,B~ArAsAAArDs
C=C1C=C(C)CC1,-1791.48,77.58852231523345,A~ArA~A{A}AAr
CC=CN=CNO,-1436.2,57.708491875195854,AA~AD~ADB
CCC(C)=CC=O,-1724.6,73.84618828058551,AAA{A}~AA~B
N#CCNCC=O,-1661.49,70.31480818299836,D^AADAA~B
C#CC(C=C)CO,-1543.28,63.700255159138734,A^AA{A~A}AB
C#CC(C)C(=C)C,-1748.27,75.17066565199875,A^AA{A}A{~A}A
N=C1CC=CN1O,-1445.0,58.20090424817583,D~ArAA~ADrB
CCC(=O)N(C)O,-1523.34,62.584493486727254,AAA{~B}D{A}B
C=C(C)N(C)C=N,-1655.91,70.00257397376787,A~A{A}D{A}A~D
CC12CCCC1N2,-1788.35,77.41338018711669,AArsAAAArDs
CC(N)C1(O)CC1,-1720.2,73.59998209409555,AA{D}Ar{B}AAr
C=C(CN)C1CN1,-1639.72,69.09664711938763,A~A{AD}ArADr
O=C(CO)N1CC1,-1276.37,48.76505215094677,B~A{AB}DrAAr
CCC1=NOCO1,-1380.68,54.60181744930391,AAAr~DBABr
COC(C)(C)C,-1689.69,71.89276601459332,ABA{A}{A}A
CC(CO)C1CC1,-1846.74,80.68064819374189,AA{AB}ArAAr
CCC=CC1CO1,-1695.5,72.21787009266305,AAA~AArABr
C=COCCNC,-1710.8,73.07399615023054,A~ABAADA
O=CC=CCC=O,-1390.93,55.17536595192265,B~AA~AAA~B
C=CCC(=O)CO,-1524.47,62.64772371189401,A~AAA{~B}AB
CC#CC(=O)O,-1092.62,38.483146067415724,AA^AA{~B}B
CC1=CCCCC1,-1929.19,85.29421639285555,AAr~AAAAAr
CC(C)OC(C)C,-1989.7,88.68011101660775,AA{A}BA{A}A
C=CC(=NC)NC,-1656.1,70.01320560454809,A~AA{~DA}DA
CNC1CC1(C)O,-1713.98,73.25193607592104,ADArAAr{A}B
C=CC1CN1,-1173.81,43.02620976767089,A~AArADr
C#CC(N)CC,-1465.19,59.33065490845607,A^AA{D}AA
C#CC1=NCCN1,-1562.75,64.78971753435695,A^AAr~DAADr
Cc1cnn(O)c1,-1313.78,50.85836429562649,Aaradd{B}ar
C=COC[CH][N]N,-1432.72,57.51376516406286,A~ABA{AH}{D}D
C=C1C=NN=C1C,-1520.58,62.430055060656244,A~ArA~DD~ArA
C=CC=COC=O,-1392.94,55.2878374143874,A~AA~ABA~B
CC(C)OCC#N,-1591.14,66.37830699673219,AA{A}BAA^D
N#C[CH][N]N1CC1,-1228.07,46.06237969470433,D^A{AH}{D}DrAAr
CC#CC(C)OC,-1686.97,71.74056582658133,AA^AA{A}BA
NCCC1CC1O,-1712.95,73.1943014459018,DAAArAArB
N#CC1=CCCO1,-1328.72,51.69434621066297,D^AAr~AAABr
C=C(C)OC(C)C,-1851.8,80.96378530820539,A~A{A}BA{A}A
C1COCCOC1,-1651.27,69.74293835892385,ArABAABAr
CC12CC=CC1C2,-1780.47,76.97244728949372,AArsAA~AArAs
C#CC(=C)C1CC1,-1602.64,67.02180043869468,A^AA{~A}ArAAr
C#CC(O)C(C)=O,-1363.62,53.647208917140425,A^AA{B}A{A}~B
C1CC2(CC2)CN1,-1784.71,77.20970052374771,ArAAs{AAs}ADr
CC1(C)CN=CN1,-1113.93,39.67556739334796,AAr{A}AD~ADr
CCC(O)CC,-1698.79,72.4019651730158,AAA{B}AA
CC1=NNCC1O,-1463.68,59.24616142172883,AAr~DDAArB
C=CCS(C)(=O)=O,-1228.25,46.07245176596983,A~AAE{A}{~B}~B
NCCC1CN1,-1487.24,60.5644836384798,DAAArADr
CC(C)(O)CC=O,-1665.78,70.5548592148261,AA{A}{B}AA~B
C=CC(CC)CC,-2046.71,91.87015981019742,A~AA{AA}AA
Nc1ccn(O)c1,-1312.45,50.78394288016474,Daraad{B}ar
C=C1CCCO1,-1427.98,57.248533954071355,A~ArAAABr
CS(=O)(=O)N1CC1,-1312.73,50.79961054657774,AE{~B}{~B}DrAAr
C#CCCN[N][CH2],-1473.46,59.79341062715431,A^AAAD{D}{AHs}
NC1C=NOCC1,-1439.94,57.917767133712346,DArA~DBAAr
C[CH][N]NC(C)=O,-1478.34,60.066475670352304,A{AH}{D}DA{A}~B
CC(C)COC=O,-1676.76,71.16925556202159,AA{A}ABA~B
CC(N)=C(C)C#N,-1546.78,63.89610098930123,AA{D}~A{A}A^D
CC(CCN)=NO,-1580.73,65.79580554187743,AA{AAD}~DB
C=C1CNC2CC12,-1789.96,77.50346926899145,A~ArADAsAArs
Oc1ccoc1,-1103.89,39.113769640538976,Baraabar
NC1C2OCOC12,-1372.75,54.15808675410717,DArAsBABArs
C=NN(C)C(C)=O,-1467.24,59.44536460897982,A~DD{A}A{A}~B
C=Cc1ccno1,-1314.58,50.903129056806485,A~Aaraadbr
CC(C)C1CO1,-1546.22,63.864765656475235,AA{A}ArABr
[CH2][N]OC1CCC1,-1548.81,64.00969157079547,{AHs}{D}BArAAAr
CNC1(C)CC1C,-1910.13,84.22769595774207,ADAr{A}AArA
C=CO[CH][N]OC,-1350.24,52.89851828640494,A~AB{AH}{D}BA
CC1=CCC(C)C1,-1926.32,85.1336228121223,AAr~AAA{A}Ar
CC(C)=CCN,-1626.31,68.34627781010788,AA{A}~AAD
C#CC1CN1C=N,-1338.98,52.26845427279646,A^AArADrA~D
C#CC(O)C(C)N,-1560.92,64.68731814315771,A^AA{B}A{A}D
O=C1CNC1CO,-1590.5,66.34249518778817,B~ArADArAB
C=CC#CC1CC1,-1608.86,67.36984645686915,A~AA^AArAAr
O=CC1CC1O,-1216.97,45.441268633331845,B~AArAArB
C=CC(=C)C1CO1,-1555.34,64.37508393392721,A~AA{~A}ArABr
CCc1ccon1,-1457.93,58.92441470074758,AAaraabdr
CC1(CN)CO1,-1418.65,56.726464926809626,AAr{AD}ABr
CC(=O)C(C)(C)C,-1867.81,81.8596400913201,AA{~B}A{A}{A}A
CC1CC=NN1,-1363.69,53.65112583374368,AArAA~DDr
C[CH][N]O,-816.7,23.043779936434046,A{AH}{D}B
CC1(CN)COC1,-1714.08,73.25753167106853,AAr{AD}ABAr
C=CC(O)C1CC1,-1702.27,72.5966918841488,A~AA{B}ArAAr
C1=NNCCCO1,-1454.59,58.73752182282108,Ar~DDAAABr
C=CCC#CC,-1455.92,58.81194323828283,A~AAA^AA
CO[CH]C=C[N]O,-1363.63,53.64776847665519,AB{AH}A~A{D}B
CCC#CC(C)O,-1696.86,72.29397018666906,AAA^AA{A}B
C=CC=CCCN,-1780.45,76.97132817046423,A~AA~AAAD
CN=C(NC)OC,-1598.79,66.8063700255159,AD~A{DA}BA
C#CC(C#N)NC,-1355.63,53.2001208648552,A^AA{A^D}DA
CCC(C)=C(C)C,-2050.56,92.08559022337614,AAA{A}~A{A}A
O=CC=CN1CC1,-1166.69,42.6278033931689,B~AA~ADrAAr
CCC1OC1C,-1549.87,64.06900487935896,AAArBArA
N#CC1CCCN1,-1539.58,63.49321813868123,D^AArAAADr
OC1C=CC2NC12,-1632.72,68.70495545906263,BArA~AAsDArs
O=c1cc[nH]nc1,-1312.23,50.77163257084024,B~araa{dH}dar
C#CC(=O)N(C)C,-1442.1,58.03863198889834,A^AA{~B}D{A}A
C=CC=CCO,-1412.82,56.40024172971037,A~AA~AAB
CCO[N][CH]OC,-1496.96,61.10837548681678,AAB{D}{AH}BA
C#CC(=C)OC=O,-1227.06,46.005864183714586,A^AA{~A}BA~B
[CH2]C(=C[N]O)CO,-1204.54,44.74573615649761,{AHs}A{~A{D}B}AB
Cc1cc(O)c[nH]1,-1485.01,60.439701866690555,Aaraa{B}a{dH}r
C#CC1OC1CN,-1410.5,56.27042392228838,A^AArBArAD
C=CC(CO)NC,-1713.47,73.2233985406688,A~AA{AB}DA
CC1(N)CNC1=O,-1480.64,60.195174358744815,AAr{D}ADAr~B
CC#CC1CCC1,-1750.91,75.31838936389276,AA^AArAAAr
C#CC1CN1[N][CH2],-1320.04,51.20864855185998,A^AArADr{D}{AHs}
C=C(CO)C1CO1,-1494.26,60.95729441783429,A~A{AB}ArABr
CCC1CC(=O)O1,-1545.29,63.81272662160347,AAArAA{~B}Br
CC1CC1C,-1454.38,58.72577107301133,AArAArA
O=CN1C=CCN1,-1602.21,66.99773937956041,B~ADrA~AADr
O=C1CC(CO)N1,-1248.46,47.20332154527956,B~ArAA{AB}Dr
C#CC(C)CC,-1595.31,66.61164331438292,A^AA{A}AA
CC1C=CC(=O)C1,-1605.4,67.17623886476566,AArA~AA{~B}Ar
C=CCC=CC#N,-1657.07,70.06748287747885,A~AAA~AA^D
COCC1(C)CC1,-1838.28,80.2072608442634,ABAAr{A}AAr
CC1(C)OCC1N,-1715.96,73.36272885984154,AAr{A}BAArD
CC1CNC(=O)N1,-1512.44,61.97457361564977,AArADA{~B}Dr
COn1cccn1,-1307.37,50.499686646671734,ABdraaadr
O=CN1CCC=N1,-1231.29,46.24255785845383,B~ADrAAA~Dr
C=CCCCCN,-1917.65,84.64848471283406,A~AAAAAD
C=C(CO)OCC,-1649.04,69.6181565871346,A~A{AB}BAA
